CallTimes	TotalTime	InitTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
52000001	327963	0	51207	133068	135321	139309	52000001	0	0	0	0	1.0	327952	0	0	0	0	0	52000001	52000001
53000001	334203	0	52192	135597	137890	141959	53000001	0	0	0	0	1.0	334192	0	0	0	0	0	53000001	53000001
54000001	340359	0	53153	138108	140444	144557	54000001	0	0	0	0	1.0	340348	0	0	0	0	0	54000001	54000001
55000001	346557	0	54196	140590	142962	147142	55000001	0	0	0	0	1.0	346546	0	0	0	0	0	55000001	55000001
56000001	352847	0	55148	143128	145547	149859	56000001	0	0	0	0	1.0	352836	0	0	0	0	0	56000001	56000001
57000001	359091	0	56098	145697	148162	152491	57000001	0	0	0	0	1.0	359080	0	0	0	0	0	57000001	57000001
58000001	365271	0	57066	148215	150728	155094	58000001	0	0	0	0	1.0	365260	0	0	0	0	0	58000001	58000001
59000001	371410	0	58000	150728	153281	157705	59000001	0	0	0	0	1.0	371399	0	0	0	0	0	59000001	59000001
60000001	377576	0	58976	153329	155932	160207	60000001	0	0	0	0	1.0	377565	0	0	0	0	0	60000001	60000001
61000001	383867	0	59941	155926	158568	162858	61000001	0	0	0	0	1.0	383856	0	0	0	0	0	61000001	61000001
62000001	390052	0	60886	158466	161147	165482	62000001	0	0	0	0	1.0	390041	0	0	0	0	0	62000001	62000001
63000001	396192	0	61873	160942	163671	168067	63000001	0	0	0	0	1.0	396181	0	0	0	0	0	63000001	63000001
64000001	402427	0	62815	163512	166279	170713	64000001	0	0	0	0	1.0	402416	0	0	0	0	0	64000001	64000001
65000001	408808	0	63817	166112	168915	173408	65000001	0	0	0	0	1.0	408797	0	0	0	0	0	65000001	65000001
66000001	415019	0	64805	168662	171503	176004	66000001	0	0	0	0	1.0	415008	0	0	0	0	0	66000001	66000001
67000001	421206	0	65749	171191	174076	178638	67000001	0	0	0	0	1.0	421195	0	0	0	0	0	67000001	67000001
67108864	421880	0	65846	171469	174360	178928	67108864	0	0	0	0	1.0	421869	0	0	0	0	0	67108864	67108864
