CallTimes	TotalTime	InitTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
28000001	173418	0	27097	70242	71307	73860	28000001	0	0	0	0	1.0	173410	0	0	0	0	0	28000001	28000001
29000001	179644	0	28129	72774	73881	76437	29000001	0	0	0	0	1.0	179636	0	0	0	0	0	29000001	29000001
30000001	185913	0	29116	75326	76466	79093	30000001	0	0	0	0	1.0	185905	0	0	0	0	0	30000001	30000001
31000001	192060	0	30123	77751	78926	81736	31000001	0	0	0	0	1.0	192052	0	0	0	0	0	31000001	31000001
32000001	198220	0	31076	80290	81510	84310	32000001	0	0	0	0	1.0	198212	0	0	0	0	0	32000001	32000001
33000001	204361	0	32050	82786	84036	86916	33000001	0	0	0	0	1.0	204353	0	0	0	0	0	33000001	33000001
34000001	210543	0	33021	85350	86643	89492	34000001	0	0	0	0	1.0	210535	0	0	0	0	0	34000001	34000001
35000001	216797	0	33991	87897	89237	92135	35000001	0	0	0	0	1.0	216789	0	0	0	0	0	35000001	35000001
36000001	222995	0	34918	90442	91820	94777	36000001	0	0	0	0	1.0	222987	0	0	0	0	0	36000001	36000001
37000001	229229	0	35928	93016	94423	97355	37000001	0	0	0	0	1.0	229221	0	0	0	0	0	37000001	37000001
38000001	235390	0	36864	95548	96995	99977	38000001	0	0	0	0	1.0	235382	0	0	0	0	0	38000001	38000001
39000001	241531	0	37869	97990	99472	102594	39000001	0	0	0	0	1.0	241523	0	0	0	0	0	39000001	39000001
40000001	247676	0	38857	100530	102041	105148	40000001	0	0	0	0	1.0	247668	0	0	0	0	0	40000001	40000001
41000001	253832	0	39811	103073	104623	107737	41000001	0	0	0	0	1.0	253824	0	0	0	0	0	41000001	41000001
42000001	260041	0	40803	105567	107141	110392	42000001	0	0	0	0	1.0	260033	0	0	0	0	0	42000001	42000001
43000001	266261	0	41765	108058	109669	113084	43000001	0	0	0	0	1.0	266253	0	0	0	0	0	43000001	43000001
44000001	272538	0	42784	110555	112198	115769	44000001	0	0	0	0	1.0	272530	0	0	0	0	0	44000001	44000001
45000001	278749	0	43733	113050	114734	118445	45000001	0	0	0	0	1.0	278741	0	0	0	0	0	45000001	45000001
46000001	284966	0	44712	115583	117307	121071	46000001	0	0	0	0	1.0	284958	0	0	0	0	0	46000001	46000001
47000001	291169	0	45753	118017	119775	123730	47000001	0	0	0	0	1.0	291161	0	0	0	0	0	47000001	47000001
48000001	297347	0	46738	120514	122310	126347	48000001	0	0	0	0	1.0	297339	0	0	0	0	0	48000001	48000001
49000001	303624	0	47706	123047	124881	129044	49000001	0	0	0	0	1.0	303616	0	0	0	0	0	49000001	49000001
50000001	309815	0	48687	125550	127410	131687	50000001	0	0	0	0	1.0	309807	0	0	0	0	0	50000001	50000001
51000001	315980	0	49670	127997	129895	134348	51000001	0	0	0	0	1.0	315972	0	0	0	0	0	51000001	51000001
52000001	322220	0	50643	130476	132405	137067	52000001	0	0	0	0	1.0	322212	0	0	0	0	0	52000001	52000001
53000001	328435	0	51606	133077	135055	139631	53000001	0	0	0	0	1.0	328427	0	0	0	0	0	53000001	53000001
54000001	334663	0	52576	135594	137610	142290	54000001	0	0	0	0	1.0	334655	0	0	0	0	0	54000001	54000001
55000001	340822	0	53484	138109	140165	144948	55000001	0	0	0	0	1.0	340814	0	0	0	0	0	55000001	55000001
56000001	347021	0	54482	140585	142669	147608	56000001	0	0	0	0	1.0	347013	0	0	0	0	0	56000001	56000001
57000001	353341	0	55503	143073	145199	150332	57000001	0	0	0	0	1.0	353333	0	0	0	0	0	57000001	57000001
58000001	359763	0	56515	145637	147798	153090	58000001	0	0	0	0	1.0	359755	0	0	0	0	0	58000001	58000001
59000001	365982	0	57527	148152	150344	155709	59000001	0	0	0	0	1.0	365974	0	0	0	0	0	59000001	59000001
60000001	372215	0	58461	150779	153003	158310	60000001	0	0	0	0	1.0	372207	0	0	0	0	0	60000001	60000001
61000001	378383	0	59439	153265	155536	160910	61000001	0	0	0	0	1.0	378375	0	0	0	0	0	61000001	61000001
62000001	384654	0	60428	155804	158117	163569	62000001	0	0	0	0	1.0	384646	0	0	0	0	0	62000001	62000001
63000001	390832	0	61357	158374	160730	166168	63000001	0	0	0	0	1.0	390824	0	0	0	0	0	63000001	63000001
64000001	397034	0	62362	160921	163316	168747	64000001	0	0	0	0	1.0	397026	0	0	0	0	0	64000001	64000001
65000001	403211	0	63341	163443	165883	171330	65000001	0	0	0	0	1.0	403203	0	0	0	0	0	65000001	65000001
66000001	409394	0	64303	165922	168408	173987	66000001	0	0	0	0	1.0	409386	0	0	0	0	0	66000001	66000001
67000001	415661	0	65308	168424	170960	176651	67000001	0	0	0	0	1.0	415653	0	0	0	0	0	67000001	67000001
67108864	416335	0	65418	168703	171243	176931	67108864	0	0	0	0	1.0	416327	0	0	0	0	0	67108864	67108864
