CallTimes	TotalTime	InitTime	GenVoltageTime	GenLFTime	CheckQTime	CheckConnectTime	0	1	2	3	4	5	4Rate	0time	1time	2time	3time	4time	5time	nSuccessCase
20000001	123549	0	19362	49993	50824	52516	20000001	0	0	0	0	1.0	123543	0	0	0	0	0	20000001	20000001
21000001	129707	0	20326	52492	53372	55125	21000001	0	0	0	0	1.0	129701	0	0	0	0	0	21000001	21000001
22000001	135901	0	21285	54954	55869	57825	22000001	0	0	0	0	1.0	135895	0	0	0	0	0	22000001	22000001
23000001	142142	0	22261	57482	58439	60471	23000001	0	0	0	0	1.0	142136	0	0	0	0	0	23000001	23000001
24000001	148286	0	23253	59997	60990	63034	24000001	0	0	0	0	1.0	148280	0	0	0	0	0	24000001	24000001
25000001	154495	0	24215	62483	63528	65695	25000001	0	0	0	0	1.0	154489	0	0	0	0	0	25000001	25000001
26000001	160680	0	25191	64993	66079	68303	26000001	0	0	0	0	1.0	160674	0	0	0	0	0	26000001	26000001
27000001	166880	0	26182	67493	68623	70932	27000001	0	0	0	0	1.0	166874	0	0	0	0	0	27000001	27000001
28000001	173088	0	27164	69955	71124	73610	28000001	0	0	0	0	1.0	173082	0	0	0	0	0	28000001	28000001
29000001	179275	0	28114	72492	73711	76218	29000001	0	0	0	0	1.0	179269	0	0	0	0	0	29000001	29000001
30000001	185493	0	29099	74958	76221	78902	30000001	0	0	0	0	1.0	185487	0	0	0	0	0	30000001	30000001
31000001	191675	0	30024	77426	78731	81616	31000001	0	0	0	0	1.0	191669	0	0	0	0	0	31000001	31000001
32000001	197876	0	31021	79943	81290	84219	32000001	0	0	0	0	1.0	197870	0	0	0	0	0	32000001	32000001
33000001	204017	0	31971	82420	83813	86837	33000001	0	0	0	0	1.0	204011	0	0	0	0	0	33000001	33000001
34000001	210190	0	32933	84934	86367	89443	34000001	0	0	0	0	1.0	210184	0	0	0	0	0	34000001	34000001
35000001	216368	0	33907	87522	88994	91994	35000001	0	0	0	0	1.0	216362	0	0	0	0	0	35000001	35000001
36000001	222513	0	34887	90010	91514	94602	36000001	0	0	0	0	1.0	222507	0	0	0	0	0	36000001	36000001
37000001	228703	0	35909	92525	94074	97170	37000001	0	0	0	0	1.0	228697	0	0	0	0	0	37000001	37000001
38000001	234889	0	36855	95080	96673	99770	38000001	0	0	0	0	1.0	234883	0	0	0	0	0	38000001	38000001
39000001	241082	0	37809	97525	99155	102490	39000001	0	0	0	0	1.0	241076	0	0	0	0	0	39000001	39000001
40000001	247271	0	38780	100008	101681	105132	40000001	0	0	0	0	1.0	247265	0	0	0	0	0	40000001	40000001
41000001	253496	0	39746	102542	104257	107773	41000001	0	0	0	0	1.0	253490	0	0	0	0	0	41000001	41000001
42000001	259685	0	40665	105090	106852	110403	42000001	0	0	0	0	1.0	259679	0	0	0	0	0	42000001	42000001
43000001	265861	0	41615	107665	109476	112962	43000001	0	0	0	0	1.0	265855	0	0	0	0	0	43000001	43000001
44000001	272016	0	42578	110141	111992	115588	44000001	0	0	0	0	1.0	272010	0	0	0	0	0	44000001	44000001
45000001	278187	0	43529	112640	114532	118221	45000001	0	0	0	0	1.0	278181	0	0	0	0	0	45000001	45000001
46000001	284354	0	44531	115106	117040	120835	46000001	0	0	0	0	1.0	284348	0	0	0	0	0	46000001	46000001
47000001	290581	0	45488	117631	119614	123490	47000001	0	0	0	0	1.0	290575	0	0	0	0	0	47000001	47000001
48000001	296774	0	46479	120158	122189	126085	48000001	0	0	0	0	1.0	296768	0	0	0	0	0	48000001	48000001
49000001	302966	0	47450	122608	124676	128785	49000001	0	0	0	0	1.0	302960	0	0	0	0	0	49000001	49000001
50000001	309159	0	48376	125111	127231	131456	50000001	0	0	0	0	1.0	309153	0	0	0	0	0	50000001	50000001
51000001	315349	0	49340	127611	129788	134074	51000001	0	0	0	0	1.0	315343	0	0	0	0	0	51000001	51000001
52000001	321574	0	50298	130140	132365	136726	52000001	0	0	0	0	1.0	321568	0	0	0	0	0	52000001	52000001
53000001	327780	0	51235	132692	134958	139349	53000001	0	0	0	0	1.0	327774	0	0	0	0	0	53000001	53000001
54000001	334020	0	52244	135158	137458	142031	54000001	0	0	0	0	1.0	334014	0	0	0	0	0	54000001	54000001
55000001	340192	0	53185	137657	139992	144673	55000001	0	0	0	0	1.0	340186	0	0	0	0	0	55000001	55000001
56000001	346415	0	54142	140259	142638	147245	56000001	0	0	0	0	1.0	346409	0	0	0	0	0	56000001	56000001
57000001	352691	0	55198	142856	145277	149797	57000001	0	0	0	0	1.0	352685	0	0	0	0	0	57000001	57000001
58000001	358920	0	56190	145398	147864	152398	58000001	0	0	0	0	1.0	358914	0	0	0	0	0	58000001	58000001
59000001	365138	0	57159	147883	150401	155067	59000001	0	0	0	0	1.0	365132	0	0	0	0	0	59000001	59000001
60000001	371278	0	58122	150327	152888	157723	60000001	0	0	0	0	1.0	371272	0	0	0	0	0	60000001	60000001
61000001	377496	0	59101	152836	155441	160376	61000001	0	0	0	0	1.0	377490	0	0	0	0	0	61000001	61000001
62000001	383768	0	60105	155314	157955	163094	62000001	0	0	0	0	1.0	383762	0	0	0	0	0	62000001	62000001
63000001	389990	0	61147	157846	160523	165667	63000001	0	0	0	0	1.0	389984	0	0	0	0	0	63000001	63000001
64000001	396143	0	62105	160363	163080	168272	64000001	0	0	0	0	1.0	396137	0	0	0	0	0	64000001	64000001
65000001	402294	0	63066	162872	165626	170878	65000001	0	0	0	0	1.0	402288	0	0	0	0	0	65000001	65000001
66000001	408495	0	64018	165368	168169	173551	66000001	0	0	0	0	1.0	408489	0	0	0	0	0	66000001	66000001
67000001	414649	0	64996	167888	170739	176109	67000001	0	0	0	0	1.0	414643	0	0	0	0	0	67000001	67000001
67108864	415333	0	65111	168159	171017	176397	67108864	0	0	0	0	1.0	415327	0	0	0	0	0	67108864	67108864
